title,text,subject,date
"Info Loker Arutmin Indonesia, Gaji Tembus Puluhan Juta",Tidak ditemukan informasi tentang lowongan pekerjaan atau rekrutmen serupa di laman resmi PT Arutmin Indonesia (www.arutmin.com).,News,20-Dec-24
Presiden Bisa Copot Pramono-Rano dari Jabatan Gubernur Jakarta,"Presiden Prabowo pada Sabtu (30/11/2024) telah meneken revisi UU DKJ. Namun, tidak ada poin tentang Presiden dapat mencopot Gubernur DKJù.",News,20-Dec-24
Cagub Jatim Tri Rismaharini Menangis Usai Kalah dari Khofifah,Konteks asli video adalah momen Risma (kala itu masih menjabat sebagai menteri sosial) menangis saat menceritakan masalah kelaparan yang terjadi di Papua.,News,20-Dec-24
Jokowi Digerebek Prabowo karena Berkomplot dengan Taipan,Tidak ditemukan informasi atau pemberitaan kredibel yang membenarkan klaim.,News,20-Dec-24
"Loker Trakindo Utama, Tawarkan Gaji Belasan Juta Rupiah",Tautan dalam informasi tersebut tidak mengarah ke laman resmi careers.trakindo.co.id.,News,19-Dec-24
Program Lapor Mas Wapresù Ditutup,Tidak ditemukan informasi resmi mengenai penutupan program Lapor Mas Wapres.,News,19-Dec-24
Tautan Pendaftaran Pemutihan Pajak Gratis,Tautan tak mengarah ke laman resmi pemerintah. Warganet justru diminta mengisi nama lengkap serta kode OTP Telegram.,News,19-Dec-24
"Ada Program SIM Gratis dari Kepolisian RI, Diakses Lewat Tautan",Tautan mengarah ke laman eksternal yang tak jelas kredibilitasnya. Warganet diminta mengisi nomor telegram dan kode OTP di laman tersebut.,News,19-Dec-24
Tautan Pendaftaran Lowongan Kerja di Ombudsman,Di laman ombudsman.go.id tidak ada informasi tentang lowongan kerja sebagaimana yang diunggah akun TikTok Lowongan Kerjaù,News,19-Dec-24
"Jokowi Jadi Ketua Umum Golkar, Gantikan Bahlil","Berdasarkan unggahan terbaru akun Instagram Partai Golkar, Bahlil masih menjadi ketua umum partai. Hal itu terlihat dari momen dirinya meresmikan kantor baru DPD Partai Golkar di Sumatra Barat pada Selasa (17/12/2024).",News,19-Dec-24
Fuji Bagi-Bagi Hadiah di Akun TikTok Fujiiian giveawayyù,"Di sejumlah akun media sosial resmi itu, tidak ditemukan konten bagi-bagi hadiah sebagaimana yang diunggah akun TikTok Fujiiian giveawayù",News,19-Dec-24
Elon Musk Mau Luncurkan Ponsel Tesla PI Phoneù,"Faktanya, dalam siniar Joe Rogan Experience pada November 2024, Musk mengatakan Tesla tidak memiliki rencana mengembangkan ponsel.",News,19-Dec-24
Prabowo Telepon Sunhaji Penjual Es Teh dan Meminta Maaf,"Faktanya, Presiden Prabowo mengutus perwakilan Partai Gerindra untuk menemui Sunhaji dan memberi modal usaha.",News,19-Dec-24
Video Ustaz Ari Hidayat Jadi Korban Rencana Pembunuhanù,"Dalam video aslinya, Adi Hidayat tidak mengatakan dirinya merupakan korban percobaan pembunuhan.",News,18-Dec-24
Batu Ginjal Bisa Luruh Tanpa Operasi dalam 7 Hari,Dokter dari Asosiasi Urologi Filipina menegaskan saat ini belum ada obat yang dapat mengeluarkan batu ginjal dalam 7 hari.,News,18-Dec-24
Bakal Ada Pandemi Baru SEERSù Mulai April 2025 di Brasil,"Faktanya, SEERS adalah penyakit fiktif atau imajiner yang digunakan untuk melakukan simulasi kesiapsiagaan menghadapi pandemi di masa depan.",News,18-Dec-24
Gus Iqdam Bagi-Bagi Bantuan Lewat TikTok,"Konten yang beredar merupakan rekayasa AI, probabilitas atau kemungkinannya mencapai 92,8 persen.",News,18-Dec-24
Sopir Angkot Jadi Kaya Raya Berkat Judi Online,Konteks asli video adalah dokumentasi pengalaman seorang sopir angkot perempuan bernama Rusni asal Pulogadung (Jakarta Timur) yang bekerja karena ingin membantu suaminya yang sakit.,News,17-Dec-24
Gunung Raung Meletus pada Desember 2024,BPBD Bondowoso membantah kabar mengenai meletusnya Gunung Raung. Video yang beredar kemungkinan merupakan rekaman simulasi penanganan bencana.,News,17-Dec-24
Budi Arie Terciduk karena Terlibat Judi Online,"Faktanya, Polda Metro Jaya setelah Pilkada 2024 baru akan mengusut kasus judi online dengan memeriksa sejumlah pihak, termasuk mantan Menteri Komunikasi dan Informatika Budi Arie.",News,17-Dec-24
Pengobatan Tumor Ganas Tanpa Operasi dan Kemoterapi di RS Gatot Subroto,Kementerian Komunikasi dan Digital sudah menyatakan klaim tersebut sebagai informasi hoaks.,News,17-Dec-24
"Abu Janda Kandidat Utusan Khusus Presiden, Pengganti Gus Miftah",Tidak ditemukan sumber valid atau informasi kredibel yang membenarkan klaim. Hingga saat ini belum ada keterangan lebih lanjut tentang pengganti Gus Miftah.,News,17-Dec-24
Promo Akhir Tahun: PLN Hadirkan Gratis Voucher Listrik,Tidak ditemukan informasi tentang promo akhir tahun voucher listrik di laman dan akun media sosial resmi PLN.,News,17-Dec-24
KPK Panggil Keluarga Jokowi,Tidak ditemukan informasi atau pemberitaan kredibel yang membenarkan klaim.,News,17-Dec-24
Jokowi dan Kapolri Berkunjung ke Rumah Gus Miftah,Foto tersebut merupakan dokumentasi lama saat Presiden Jokowi dan Kapolri Listyo Sigit mendatangi harlah ke-12 Ponpes Ora Aji milik Gus Miftah.,News,16-Dec-24
"Loker Orang Tua Group, Tawarkan Gaji hingga Rp10 Juta",Tidak ditemukan informasi tentang lowongan pekerjaan atau rekrutmen serupa di laman resmi OT Group.,News,16-Dec-24
Bambang Pacul Keluar dari PDIP,"Dalam laman resmi pdiperjuangan-jateng.com, Bambang Wuryanto (Bambang Pacul) masih tercatat sebagai Ketua DPD PDI Perjuangan Jawa Tengah.",News,16-Dec-24
Menerima Transfusi Darah dari Donor Tervaksin Itu Berbahaya,Transfusi darah dari pendonor yang telah divaksinasi tidak menyebabkan peningkatan risiko kejadian buruk atau hasil negatif untuk penerima transfusi.,News,16-Dec-24
Dirut BRI Lakukan Pencucian Uang Puluhan Triliun Rupiah,BRI memastikan hal yang disampaikan dalam video atau konten yang diunggah di sosial media TikTok tersebut tidak benar dan tidak berdasar,News,16-Dec-24
"Prabowo Kendalikan Pemerintahan dari Luar Negeri, Gibran Main Game","Faktanya, konten yang beredar merupakan potongan dokumentasi saat Gibran menghadiri acara E-Sport Mobile Legend pada Januari 2024.",News,16-Dec-24
Gus Miftah Dipidanakan Usai Dicopot dari Utusan Khusus Presiden,Gus Miftah pada Jumat (06/12/2024) mengundurkan diri dari jabatan. Tidak ada informasi resmi atau pemberitaan kredibel yang membenarkan klaim Gus Miftah dipidanakanù.,News,15-Dec-24
"Loker Pemagangan Terstruktur Bank Syariah Indonesia, Gaji Rp5î7 Jutaan","Faktanya, Bank Syariah Indonesia tak merinci nominal gaji dalam info lokernya.",News,15-Dec-24
Solusi Kebocoran Gas Elpiji: Gunakan Air dan Pukul Katupnya,"Faktanya, memukul katup gas justru memperburuk kerusakan dan menyebabkan kebocoran.",News,14-Dec-24
Dokumentasi Ikan Bilih di Danau Singkarak Naik ke Daratanù,"Faktanya, video itu diambil di Provinsi Sarangani di selatan Filipina, tepatnya di Desa Barangay Tinoto, Kota Maasim.",News,14-Dec-24
Uang Rp100 dengan Potret Joko Widodo,Bank Indonesia sudah menegaskan pecahan Rp100 dengan gambar Jokowi merupakan hoaks atau palsu.,News,14-Dec-24
Jokowi Seret Prabowo di Kasus KM 50,Tidak ada sumber kredibel yang membenarkan Jokowi seret Prabowo di kasus KM 50.,News,13-Dec-24
Pembangunan IKN Mangkrak dan Merugi,"Faktanya, konten yang beredar merupakan potongan dokumentasi kawasan Central Business District (CBD) Surabaya.",News,13-Dec-24
Ada Kristenisasi di Gumukrejo,"Faktanya, video tersebut merupakan potongan dokumentasi mengenai pengobatan alternatif dari Desa Gumukrejo BK9, Kabupaten Ogan Komering Ulu Timur, Sumatra Selatan.",News,12-Dec-24
Mesin Kendaraan Rusak Usai Diisi Pertamax,Kerusakan mesin diduga disebabkan oleh material antikorosi yang biasa dipakai sebagai pelapis tangki. Pihak Pertamina masih melakukan investigasi.,News,12-Dec-24
Erick Thohir Mundur dari Kursi Ketum PSSI,Erick Thohir sampai saat ini masih tercatat sebagai Ketua Umum PSSI sejak Februari 2023.,News,12-Dec-24
Rakyat Desak Prabowo Audit Bantuan Wapres Gibran,"Faktanya, tidak ada sumber kredibel yang membenarkan rakyat desak Prabowo audit bantuan Wapres Gibran.",News,12-Dec-24
Waketum Partai Garuda Babak Belur Akibat Bela Gibran,"Faktanya, tidak ada sumber kredibel yang membenarkan Waketum Partai Garuda babak belur akibat bela Gibran.",News,12-Dec-24
"Ulang Tahun ke-25, Oppo Bagi-Bagi 700 Ponsel","Dalam halaman Tentang Oppoù yang dimuat laman oppo.com, disebutkan Oppo didirikan pada 2004, atau baru berumur 20 tahun di 2024.",News,12-Dec-24
Donald Trump dan Eks Presiden Brasil Sebut Pandemi Dirancang untuk Bunuh Manusia,"Meski sempat meremehkan pandemi Covid-19, Donald Trump dan Bolsonaro tidak pernah menyatakan Covid-19 sengaja dibuat untuk membunuh 90 persen populasi manusia.",News,12-Dec-24
Prabowo Pecat Gus Miftah dari Utusan Khusus Presiden,Gus Miftah mengundurkan diri dari jabatan utusan khusus kepresidenan pada Jumat (6/12/2024).,News,11-Dec-24
Lowongan Pekerjaan PT Gudang Garam,Tidak ditemukan informasi tentang lowongan pekerjaan atau rekrutmen di laman resmi perusahaan.,News,11-Dec-24
Siswi SD di Cilacap Meninggal Usai Makan Permen Lipstik,Kepala BPOM pada Oktober 2018 sudah menegaskan penyebab meninggalnya siswi SD di Cilacap tidak ada kaitannya dengan permen lipstik.,News,10-Dec-24
Labu Siam Bakar Ampuh Obati Asam Urat,"Klaim labu siam bakar dapat mengatasi asam urat belum didukung bukti ilmiah yang kuat. Konsumsi labu siam yang cukup akan membantu mengurangi asupan purin ke dalam tubuh, tetapi tidak bisa menyembuhkan penyakit asam urat.",News,10-Dec-24
Tautan Lowongan Pekerjaan Shopee Express,Tidak ditemukan informasi terkait lowongan pekerjaan atau rekrutmen di laman resmi careers.shopee.co.id.,News,09-Dec-24
"Gus Miftah Berbagi Bantuan, Permintaan Maaf ke Masyarakat",Audio dalam unggahan yang beredar adalah hasil rekayasa AI.,News,09-Dec-24
Metode Ritual Airù Turunkan Berat Badan dari Dokter Tirta,Unggahan yang beredar merupakan potongan dokumentasi dokter Tirta saat menjelaskan tentang Chat GPT yang dapat menjadi tools marketing dan konsultan tambahan.,News,09-Dec-24
Tautan Pencairan Bansos Presiden Prabowoù,"Faktanya, tidak ada sumber kredibel yang membenarkan tentang bantuan sosial terdapat dalam setiap KTP-el yang didaftarkan melalui tautan tertentuù.",News,09-Dec-24
"Nazar Menang Pilkada, Pramono Anung Bagi-Bagi Puluhan Juta","Audio dalam unggahan yang beredar merupakan hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 96%.",News,09-Dec-24
Alasan Bung Karno Batasi Pengusaha China,Tidak ditemukan bukti yang membenarkan Bung Karno menyatakan hal tersebut.,News,09-Dec-24
Potret Situasi Darurat Militer di Korea Selatan,Konteks foto aslinya adalah momen latihan manuver kendaraan lapis baja (backhoe) K808 oleh tentara angkatan darat Korea Selatan pada Januari 2024.,News,09-Dec-24
Akun Facebook Program Festival Berhadiah Di Brimoù,"Dalam akun media sosial dan laman resmi BRI, tidak ditemukan informasi tentang pengundian hadiah seperti yang disebarkan sumber klaim.",News,09-Dec-24
Dokumentasi Gempa Bumi 4 Desember 2024 di Banten,"Faktanya, foto dalam konten yang beredar bukanlah dokumentasi gempa bumi di Banten, melainkan bencana banjir dan tanah longsor di Cianjur.",News,09-Dec-24
Rekrutmen PLN Lewat pln123.info,"Faktanya, untuk mengikuti rekrutmen PLN, calon pelamar perlu membuat akun melalui laman rekrutmen.pln.co.id.",News,09-Dec-24
Video Dahsyatnya Lahar Panas Gunung Lewotobiù,"Faktanya, konten yang beredar merupakan potongan dokumentasi lahar panas gunung berapi di Islandia.",News,08-Dec-24
"Pendaftaran Loker Satpol PP, Damkar, dan Dishub","Faktanya, rekrutmen di instansi tersebut dilakukan melalui seleksi CPNS dan PPPK lewat portal www.sscasn.bkn.go.id.",News,08-Dec-24
Laron Menjadi Rumput Teki Setelah Mati,Informasi yang menyebut laron akan tumbuh menjadi rumput teki itu telah dibantah kebenarannya oleh peneliti BRIN.,News,08-Dec-24
Lowongan Kerja PT Sinar Sosro,"Tautan tidak mengarah ke laman resmi PT Sinar Sosro (sinarsosro.id). Warganet justru diminta mengisi nama lengkap, nomor telepon, NIK, hingga kode OTP Telegram.",News,08-Dec-24
Dokumentasi Puting Beliung Terjang Kota Nganjukù,"Faktanya, video yang beredar merupakan potongan dokumentasi kejadian puting beliung di Kota Madiun pada akhir Oktober 2024.",News,08-Dec-24
Tautan Rekrutmen Petugas Kesehatan Hajiù,Pendaftaran Petugas Kesehatan Hajiù sudah berlangsung pada 7î15 November 2024 melalui daftarin.kemkes.go.id.,News,08-Dec-24
Dokumentasi Banjir Bandang di Kota Malang 1 Desember 2024ù,"Video tersebut merupakan potongan dokumentasi banjir bandang di Dampit, Kota Malang, pada Oktober 2022.",News,08-Dec-24
Striker Timnas Jepang Resmi Jadi Amunisi Baru Indonesia,Tidak ditemukan informasi dari pemberitaan kredibel yang membenarkan klaim tersebut.,News,08-Dec-24
"Prabowo Bikin Kuis Tebak Angka, Hadiah Puluhan Juta",Tidak ada informasi resmi dari kanal komunikasi Presiden Prabowo tentang kuis tersebut.,News,08-Dec-24
Apple Mau Investasi ke RI kalau Seluruh Pekerjanya Warga AS,Tidak ada keterangan resmi atau pemberitaan kredibel yang membenarkan klaim tersebut.,News,07-Dec-24
Najwa Shihab dan Dokter Oki Pratama Promosi Metode Turunkan Berat Badan,"Audio dalam unggahan yang beredar merupakan rekayasa AI, probabilitas atau kemungkinannya mencapa 99,9%.",News,07-Dec-24
Soda Kue Bisa Sembuhkan Diabetes dalam 24 Jam,"Kandungan soda kue, yakni natrium bikarbonat, sama sekali tidak punya efek menurunkan kadar gula dalam darah.",News,07-Dec-24
Evan Dimas Dinaturalisasi ke Brunei Darussalam,Tidak ada pemberitaan kredibel yang membenarkan informasi Evan Dimas telah berganti kewarganegaraan Brunei Darussalamù.,News,06-Dec-24
"Foto Kecelakaan Beruntun di Puncak Cisarua, Bogor","Konteks asli foto adalah dokumentasi kecelakaan di Jalan Raya Egnatia, persimpangan Kouloura dekat Kota Veria, Yunani Utara, tahun 2014.",News,06-Dec-24
"Prabowo-Titiek Soeharto Rujuk, Bakal Menikah di Masjid At-Tin",Tidak ada pemberitaan kredibel yang membenarkan klaim tersebut.,News,06-Dec-24
KPU Umumkan Putaran Kedua Pilkada Jakarta,"Kreator konten telah menghilangkan konteks asli video dengan menambahkan narasi dan menghilangkan audio. Per Jumat (6/12/2024), belum ada pengumuman resmi tentang hasil real count.",News,06-Dec-24
Vaksin Mpox Adalah Produk Eksperimental,"Faktanya, vaksin yang disebut dalam konten yang beredar itu sudah mendapat izin edar dari WHO dan BPOM.",News,06-Dec-24
Sri Mulyani Berikan Bantuan Modal Usaha,"Faktanya, dokumentasi yang beredar merupakan potongan momen Sri Mulyani dalam pertemuan G20 di Brasil yang sedang memaparkan kondisi perekonomian global.",News,06-Dec-24
Video Rudal Supersonik Orshanik Rusia Berkecepatan 10x Lipat Suara,"Faktanya, video yang beredar merupakan potongan dokumentasi roket peluncur Soyuz yang membawa 2.487 kg kargo ke international space station (ISS).",News,05-Dec-24
Dokumentasi Penyelamatan Beruang Kutub,"Faktanya, video yang beredar merupakan hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 98,4%.",News,04-Dec-24
"Ulang Tahun ke-84, Samsung Bagi-Bagi 800 Ponsel",Tidak ada informasi resmi dari Samsung Indonesia tentang program bagi-bagi ponsel.,News,04-Dec-24
Ada Bansos Jutaan Rupiah di dalam Kartu BPJS Kesehatan dan KIS,Pihak BPJS Kesehatan menegaskan tidak ada bantuan atau program sebagaimana klaim yang beredar.,News,04-Dec-24
Kisah Pemuda Pengangguran Bisa Sukses Berkat Main Judi Slot,"Faktanya, konten yang beredar merupakan potongan video tentang pengusaha muda asal Tasikmalaya.",News,04-Dec-24
Tautan Pendaftaran Loker Rotio,Tautan yang disebarkan tidak mengarah ke laman resmi PT Sebastian Citra Indonesia (Rotio). Tidak ada lowongan kerja serupa di akun media sosial resmi Rotio.,News,03-Dec-24
Megawati Bekingi Tersangka Kasus Judi Online,PDIP menganggap klaim tersebut sebagai fitnah dan manipulasi opini yang sengaja menyeret nama Megawati dan partai.,News,03-Dec-24
Prabowo Tidak Segan-Segan Seret Jokowi ke Meja Hijau,Tidak ada sumber kredibel yang membenarkan klaim tentang Prabowo tidak segan-segan seret Jokowi ke meja hijau jika masih sok berkuasaù.,News,03-Dec-24
Ada Aksi Massa Desak Prabowo Tendang Dinasti Raja Jawa,"Faktanya, tidak ada sumber kredibel yang membenarkan adanya aksi massa desak Prabowo tendang dinasti Raja Jawa.",News,03-Dec-24
Ada Nomor WhatsApp untuk Terima Rice Cooker dari Pemerintah,Masyarakatîjika masuk dalam kriteria penerimaîtidak perlu mendaftar atau menghubungi nomor WhatsApp tertentu. Calon penerima diusulkan oleh kepala desa atau pejabat setingkat di daerah masing-masing.,News,03-Dec-24
Budi Arie Ancam Bongkar Rahasia Negara bila Dipecat,Tidak ditemukan sumber kredibel yang membenarkan narasi tersebut.,News,03-Dec-24
Foto Helikopter Israel Ditembak di Lebanon saat Angkut Korban Tentara Zionis,Dokumentasi yang beredar merupakan momen helikopter Israel sedang menembakkan suar di jalur Gaza pada Maret 2019.,News,02-Dec-24
"2026, Subsidi Gas LPG 3 Kg Bakal Diganti Bantuan Uang","Pertamina belum menerima kabar mengenai hal itu dari pemerintah, serta menganggap informasi yang beredar sebagai hoaks.",News,02-Dec-24
Daun Meniran Bisa Keluarkan Batu Ginjal Tanpa Operasi,"Faktanya, penanganan batu ginjal disesuaikan dengan letak dan ukuran batu ginjal. Perlu uji klinis lebih lanjut tentang manfaat daun meniran dalam mengatasi batu ginjal.",News,02-Dec-24
Dokumentasi Awan Jatuh ke Permukaan Tanahù,"Benda jatuhîyang terlihat seperti awanîdi wilayah tambang Adaro di Muara Tuhup, Murung Raya, Kalteng Adaro itu merupakan busa.",News,02-Dec-24
Video Burung Bertopi Langka asal Kalimantan,"Konten yang beredar merupakan hasil rekayasa kecerdasan buatan (AI), probabilitas atau kemungkinannya mencapai 99,8 persen.",News,02-Dec-24
Periksa Kolesterol Lewat Genggaman Telapak Tangan,"Faktanya, pemeriksaan kolesterol dilakukan dengan pengambilan darah untuk mengetahui kadar lemak dalam darah.",News,02-Dec-24
Pijat untuk Sembuhkan Demam Berdarah,Tidak ada pengobatan khusus untuk demam berdarah. Fokus utama penanganan adalah mengobati gejala nyeri,News,02-Dec-24
Gaji UMR Dipotong PPN 12%,"Faktanya, gaji bukan objek pajak pertambahan nilai (PPN) dan hanya dikenakan pemotongan pajak penghasilan (PPh).",News,30-Nov-24
Perusahaan Asuransi Prudentialù Bangkrut,"Perusahaan masih aktif melakukan beragam aktivitas, salah satunya gelaran PRUActive Family 2024 yang berlangsung OktoberîDesember 2024.",News,30-Nov-24
Presiden Prabowo Mau Liburkan Sekolah Satu Bulan saat Puasa,"Belum ada pernyataan resmi dan pembahasan antara Presiden Prabowo, Kemenag, dan Kemendikdasmen tentang libur sekolah di bulan puasa 2025.é",News,30-Nov-24
Erick Thohir dan Dokter Zaidul Akbar Promosi Obat Prostatitis,"Audio dalam unggahan yang beredar merupakan rekayasa AI, probabilitas atau kemungkinannya mencapai 92 persen.",News,30-Nov-24
Elon Musk Mau Alihkan Tesla Jadi Mobil Berbahan Bakar Air,"Faktanya, Elon Musk pada Juli 2023 menyebut kendaraan dengan bahan bakar air merupakan sesuatu yang konyol.",News,30-Nov-24
Tautan Pendaftaran Bantuan Pestisida dan Alat Pertanian,"Faktanya, belum ada laman (dalam skala nasional) untuk bantuan pestisida atau alat pertanian. Pengajuan bantuan dilakukan lewat Dinas Pertanian masing-masing kabupaten.",News,30-Nov-24
Tautan Pendaftaran Undian Umroh Gratis dari Gajah Duduk,"Faktanya, peminat umroh gratis dari Gajah Duduk tidak perlu mengisi formulir pendaftaran lewat tautan apapun.",News,30-Nov-24
Video Serangan Yaman ke Armada Amerika di Laut Merah,Konteks asli video tak ada kaitannya dengan konflik yang terjadi di Laut Merah.,News,30-Nov-24
Tautan Bantuan Kuota Internet dari Kemendikbud,Kementerian Pendidikan Dasar dan Menengah (Kemendikdasmen) menegaskan penyaluran bantuan kuota internet telah berakhir pada Mei 2021.,News,30-Nov-24
Kantor Pelayanan Pajak (KPP) Buka Loker Pegawai,"Faktanya, seluruh rekrutmen pegawai Direktorat Jenderal Pajak dilakukan oleh Kementerian Keuangan.",News,30-Nov-24
Indonesia Masuk ke Grup C di Piala Dunia 2026,Video yang beredar merupakan gabungan dari dokumentasi pengundian grup untuk Asian Cup 2023 dan World Cup 2022.,News,29-Nov-24
Memeriksa Kesehatan Jantung dengan Menekan Kaki,Penyakit jantung hanya bisa dideteksi dengan anamnesis dan pemeriksaan penunjang dari dokter.,News,29-Nov-24
Hasto Terancam Dipenjara Akibat Bongkar Kebusukan Jokowi,"Faktanya, tidak ada sumber kredibel yang membenarkan Hasto Kristiyanto terancam dipenjara akibat bongkar kebusukan Jokowi.",News,29-Nov-24
Dokumentasi Jembatan Kaca di Bromo,"Faktanya, jembatan dalam konten yang beredar bukan berada di Bromo, melainkan di Shenxianju (China).",News,29-Nov-24
"Paramex, Promag, dan Vaksin Covid-19 Mengandung Minyak Babi",BPOM RI menegaskan vaksin Covid-19 dan kedua obat tersebut tidak mengandung babi.,News,29-Nov-24
Tautan Promo Earphone Bluetooth dari Facebook David GadgetIn.ù,Kreator konten David Gadgetin menegaskan akun tersebut bukan miliknya.,News,29-Nov-24
Tautan Pendaftaran Petani Milenialù di Facebook,"Faktanya, tautan resmi pendaftaran program Petani Milenialù adalah latihanonline.pertanian.go.id.",News,29-Nov-24
Shell Mau Tutup Seluruh SPBU-nya di Indonesia,Pihak Shell Indonesia menegaskan informasi penutupan SPBU Shell di seluruh Indonesiaù itu tidak benar.,News,29-Nov-24
Informasi Loker di Kementerian Sekretariat Negara,"Faktanya, pembukaan loker Kemsetneg hanya melalui proses penyeleksian calon pegawai negeri sipil (CPNS) dan pegawai pemerintah dengan perjanjian kerja (PPPK).",News,28-Nov-24
Penyakit Liver Bisa Disembuhkan Pakai Seduhan Daun Sembung,Tidak ditemukan bukti ilmiah yang mendukung klaim.,News,27-Nov-24
"Pramono Anung: Gusur Warga Nggak Masalah, yang Penting Kebijakan Jalan",Pihak Tim Pemenangan Pramono-Rano telah menegaskan informasi tersebut merupakan hoaks.,News,27-Nov-24
Memijat Area Telapak Tangan Mampu Sembuhkan Penyakit Jantung,"Faktanya, teknik yang diperlihatkan dalam video adalah akupunktur atau acupressure.",News,27-Nov-24
KPK Tetapkan Donna Harun Jadi Tersangka Kasus Pencucian Uang,Tidak ditemukan pernyataan resmi dari KPK atau pemberitaan media kredibel yang membenarkan narasi.,News,27-Nov-24
Prabowo Bakal Posisikan Polri di Bawah Naungan TNI,Tidak ditemukan pernyataan resmi dari Prabowo maupun pemberitaan media kredibel yang membenarkan klaim.,News,27-Nov-24
Surat Pemberitahuan Perubahan Biaya Transfer Bank BJB,Tautan dalam unggahan mengarah ke laman tak resmi. Akun Facebook penyebar informasi juga bukanlah media sosial resmi milik Bank BJB.,News,27-Nov-24
Video Pasukan Jet Israel Pulang dengan Selamat Usai Menyerang Iran,"Faktanya, video yang beredar merupakan potongan dokumentasi perayaan kelulusan Akademi Militer Mesir pada Oktober 2024.",News,27-Nov-24
Pendukung Arab Saudi Ngamuk Usai Timnasnya Kalah dari Indonesia,Konteks asli video adalah potongan dokumentasi pendukung Timnas Oman yang marah atas kekalahan negaranya dari Timnas Yordania bulan Oktober lalu.,News,27-Nov-24
Bawang Merah untuk Pertolongan Pertama Gigitan Hewan Berbisa,"Pakar gigitan ular berbisa, Tri Maharani, menegaskan bawang merah tidak dapat menyembuhkan gigitan ular berbisa.",News,27-Nov-24
Tom Lembong Bocorkan Bobrok Jokowi ke Prabowo,Tidak ada sumber kredibel yang membenarkan klaim tentang Tom Lembong bocorkan bobrok Jokowi ke Prabowo.,News,26-Nov-24
Prabowo: Gaji TNI Harus Naik Dua Kali Lipat supaya Lebih Giat,Tidak ditemukan informasi dari media kredibel yang membenarkan klaim tersebut.,News,26-Nov-24
Prabowo Kabulkan Kenaikan Gaji Nakes dan Guru Honorer,Tidak ditemukan pernyataan resmi dari Prabowo ataupun pemberitaan media kredibel yang membenarkan klaim.,News,26-Nov-24
Prabowo Beri Imbauan Libur Ramadan 45 Hari,"Cuti bersama serta libur nasional Ramadan dan Idulfitri ada di tanggal 31 Maretî7 April 2025, bukan 45 hari seperti klaim dalam unggahan yang beredar.",News,26-Nov-24
Hibah Miliaran Rupiah dari Kemenag untuk Lembaga Pendidikan,"Akun Facebook Bantuan DANA Pembangunan PAPUAù dan seluruh unggahannya, termasuk narasi ada program bantuan untuk lembaga pendidikan senilai Rp8,5 miliarù merupakan konten tiruan (impostor content).",News,26-Nov-24
Mandi Malam Hari Berbahaya untuk Kesehatan,"Faktanya, hasil riset meta analisis para peneliti dari The University of Texas mengungkap mandi di malam hari dapat meningkatkan kualitas tidur.",News,26-Nov-24
"2025, Arab Saudi akan Memproklamirkan sebagai Negara Ateis","Faktanya, ada UU di Arab Saudi yang melarang adanya promosi ideologi ateis serta upaya yang meragukan dasar-dasar Islam.",News,26-Nov-24
Bantuan Khusus untuk Rakyatù dari Presiden Prabowo,"Konten tersebut merupakan hasil rekayasa kecerdasan buatan, probabilitas atau kemungkinannya mencapai 98%.",News,25-Nov-24
Kereta Cepat Whoosh Mogok,"Faktanya, Whoosh hanya berhenti mendadak karena ada atap seng dari perumahan warga yang jatuh ke rel.",News,25-Nov-24
Tautan Pendaftaran CPNS Basarnas,Di laman resmi Basarnas (basarnas.go.id) tidak ditemukan informasi apapun tentang lowongan baru. Hasil Seleksi Kompetensi Dasar (SKD) CPNS 2024 pun sudah diumumkan.,News,25-Nov-24
Tarif Denda Tilang Terbaru,Divisi Humas Polri menegaskan informasi yang beredar adalah hoaks.,News,25-Nov-24
Kandungan Pasta Gigi Bisa Diketahui dari Kode Warna,"Faktanya, warna tersebut adalah penanda atau eye markù peka sensor cahaya untuk keperluan pengemasan produk.",News,25-Nov-24
Yaman Bombardir Kapal Perang AS Pakai Drone dan Rudal,"Faktanya, foto kapal dalam klaim merupakan Kapal Sounion berbendera Yunani yang diserang pemberontak Houthi.",News,25-Nov-24
Gebyar Hadiah Ratusan Juta dari Tolak Angin (PT Sido Muncul Tbk.),"Faktanya, hadiah yang ditawarkan perusahaan hanya Rp26 juta, program undian juga sudah berakhir sejak awal Oktober 2024.",News,24-Nov-24
Siswa SMP Aniaya Teman hingga Tewas,"Faktanya, korban kekerasan masih bernyawa dan hanya pingsan saat kejadian.",News,24-Nov-24
Prabowo Bakal Blokir TikTok Shop Lagi karena Bikin Rugi UMKM,Tidak ditemukan pernyataan resmi dari Prabowo atau pemberitaan media kredibel yang membenarkan klaim,News,24-Nov-24
Dinas Perhubungan Buka Loker Petugas Operasional Bus,Tidak terdapat informasi mengenai loker petugas operasional bus di laman resmi dephub.go.id maupun di pemberitaan media kredibel.,News,24-Nov-24
01 Mata Uang BRICS Setara 3.66000 Rupiah,"Faktanya, mata uang BRICS masih dalam pengembangan dan belum diluncurkan.",News,24-Nov-24
Dana Hibah Pandemi dan UU Kesehatan Omnibus Law Berkaitan dengan Rekayasa Pandemi Selanjutnya,Tidak ditemukan informasi resmi yang membenarkan klaim.,News,24-Nov-24
